feedback_id,source,timestamp,text,organization,loc,urgency
EM000011,Email,2025-12-29 07:57:00,"There is heavy traffic outside {place} every morning. Vehicles are being parked along both sides of the road, leaving very little space for buses and other vehicles. Dear Sir/Madam, I would like to request your help regarding an issue in my locality regarding a public service issue in Puducherry. There is heavy traffic outside the junction near the bus stand every morning. Vehicles are being parked along both sides of the road, leaving very little space for buses and other vehicles. Could traffic personnel or the concerned municipal team look into this? Location: Puducherry, Puducherry. I hope the department can look into this soon. Regards, A concerned citizen",,"Puducherry, Puducherry",
EM000012,Email,2025-07-08 18:54:00,"A street light close to {place} has been out for several nights. The road becomes quite dark after around 7 pm and residents are uncomfortable walking there. Dear Sir/Madam, I would like to request your help regarding an issue in my locality regarding a public service issue in Kolkata. A street light close to the main market road has been out for several nights. The road becomes quite dark after around 7 pm and residents are uncomfortable walking there. Please arrange a repair if this falls under your department. I had also mentioned this to the local office, but I have not received a clear update. Location: Kolkata, West Bengal. I hope the department can look into this soon. Regards, A concerned citizen",,"Kolkata, West Bengal",
EM000013,Email,2025-09-27 19:58:00,"Concern regarding The traffic signal at {place} has not been working properly for the last few days. Vehicles from different directions are entering the junction at the same time. Dear Sir/Madam, I wanted to check whether someone could look into the following matter regarding a public service issue in New Delhi. The traffic signal at our residential lane has not been working properly for the last few days. Vehicles from different directions are entering the junction at the same time. Please arrange for the signal to be checked. Location: New Delhi, Delhi. Please acknowledge the complaint and advise me on the next step. Regards, A concerned citizen",,"New Delhi, Delhi",
EM000014,Email,2025-05-26 01:38:00,"The traffic signal at {place} has not been working properly for the last few days. Vehicles from different directions are entering the junction at the same time. Dear Sir/Madam, I am a resident of the area and would like to raise a concern regarding a public service issue in Ahmedabad. The traffic signal at our residential lane has not been working properly for the last few days. Vehicles from different directions are entering the junction at the same time. Please arrange for the signal to be checked. I had also mentioned this to the local office, but I have not received a clear update. Location: Ahmedabad, Gujarat. Please let me know if any additional details are required. Regards, A concerned citizen",,"Ahmedabad, Gujarat",
EM000015,Email,2025-09-18 10:54:00,"The road near {place} has several potholes and two-wheelers are having to move around them. After the recent rain, the damaged portions have become difficult to see at night. Dear Sir/Madam, I am writing to report an issue regarding a public service issue in Shillong. The road near the central junction has several potholes and two-wheelers are having to move around them. After the recent rain, the damaged portions have become difficult to see at night. Could the road be inspected and repaired before there is an accident? Location: Shillong, Meghalaya. Kindly let me know what action can be taken. Regards, A concerned citizen",,"Shillong, Meghalaya",
EM000016,Email,2025-07-31 23:30:00,"Request for assistance - The road near {place} has several potholes and two-wheelers are having to move around them. After the recent rain, the damaged portions have become difficult to see at night. Dear Sir/Madam, I wanted to check whether someone could look into the following matter regarding a public service issue in Ranchi. The road near the road leading to the government school has several potholes and two-wheelers are having to move around them. After the recent rain, the damaged portions have become difficult to see at night. Could the road be inspected and repaired before there is an accident? Location: Ranchi, Jharkhand. I would appreciate an update when possible. Regards, A concerned citizen",,"Ranchi, Jharkhand",
EM000017,Email,2025-10-12 14:21:00,"A pedestrian crossing is badly needed near {place}. School children and older people are crossing between moving vehicles because there is no safe crossing point. Dear Sir/Madam, I am a resident of the area and would like to raise a concern regarding a public service issue in Panaji. A pedestrian crossing is badly needed near the junction near the bus stand. School children and older people are crossing between moving vehicles because there is no safe crossing point. I request that the possibility of a marked crossing or other safety measure be considered. Location: Panaji, Goa. Thank you for taking the time to read this. Regards, A concerned citizen",,"Panaji, Goa",
EM000018,Email,2025-09-15 15:39:00,"Follow-up: A street light close to {place} has been out for several nights. The road becomes quite dark after around 7 pm and residents are uncomfortable walking there. Dear Sir/Madam, I am writing after trying to get this issue resolved locally regarding a public service issue in Ranchi. A street light close to the junction near the bus stand has been out for several nights. The road becomes quite dark after around 7 pm and residents are uncomfortable walking there. Please arrange a repair if this falls under your department. I had also mentioned this to the local office, but I have not received a clear update. Location: Ranchi, Jharkhand. I hope the department can look into this soon. Regards, A concerned citizen",,"Ranchi, Jharkhand",
EM000019,Email,2025-12-29 15:09:00,"The road near {place} has several potholes and two-wheelers are having to move around them. After the recent rain, the damaged portions have become difficult to see at night. Dear Sir/Madam, I wanted to check whether someone could look into the following matter regarding a public service issue in Itanagar. The road near the central junction has several potholes and two-wheelers are having to move around them. After the recent rain, the damaged portions have become difficult to see at night. Could the road be inspected and repaired before there is an accident? I understand that some delays are unavoidable, but the current situation is becoming difficult. Location: Itanagar, Arunachal Pradesh. I hope the department can look into this soon. Regards, A concerned citizen",,"Itanagar, Arunachal Pradesh",
EM000020,Email,2025-12-01 09:54:00,"A street light close to {place} has been out for several nights. The road becomes quite dark after around 7 pm and residents are uncomfortable walking there. Dear Sir/Madam, I am a resident of the area and would like to raise a concern regarding a public service issue in Srinagar. A street light close to the central junction has been out for several nights. The road becomes quite dark after around 7 pm and residents are uncomfortable walking there. Please arrange a repair if this falls under your department. I am attaching no personal documents; I only want the service issue to be addressed. Location: Srinagar, Jammu and Kashmir. I would appreciate an update when possible. Regards, A concerned citizen",,"Srinagar, Jammu and Kashmir",
EM000021,Email,2025-02-05 09:38:00,"The road near {place} has several potholes and two-wheelers are having to move around them. After the recent rain, the damaged portions have become difficult to see at night. Dear Sir/Madam, I am writing after trying to get this issue resolved locally regarding a public service issue in Imphal. The road near the central junction has several potholes and two-wheelers are having to move around them. After the recent rain, the damaged portions have become difficult to see at night. Could the road be inspected and repaired before there is an accident? This is not the first time we have faced this problem. Location: Imphal, Manipur. Please let me know if any additional details are required. Regards, A concerned citizen",,"Imphal, Manipur",
EM000022,Email,2025-04-11 14:21:00,"The traffic signal at {place} has not been working properly for the last few days. Vehicles from different directions are entering the junction at the same time. Dear Sir/Madam, I am writing to report an issue regarding a public service issue in New Delhi. The traffic signal at our residential lane has not been working properly for the last few days. Vehicles from different directions are entering the junction at the same time. Please arrange for the signal to be checked. I am attaching no personal documents; I only want the service issue to be addressed. Location: New Delhi, Delhi. I would appreciate an update when possible. Regards, A concerned citizen",,"New Delhi, Delhi",
EM000023,Email,2025-05-17 15:02:00,"The traffic signal at {place} has not been working properly for the last few days. Vehicles from different directions are entering the junction at the same time. Dear Sir/Madam, I would like to request your help regarding an issue in my locality regarding a public service issue in Bengaluru. The traffic signal at our residential lane has not been working properly for the last few days. Vehicles from different directions are entering the junction at the same time. Please arrange for the signal to be checked. I am mainly looking for a clear update and a practical solution. Location: Bengaluru, Karnataka. Please let me know if any additional details are required. Regards, A concerned citizen",,"Bengaluru, Karnataka",
EM000024,Email,2025-08-26 13:04:00,"The traffic signal at {place} has not been working properly for the last few days. Vehicles from different directions are entering the junction at the same time. Dear Sir/Madam, I wanted to check whether someone could look into the following matter regarding a public service issue in Coimbatore. The traffic signal at the road leading to the government school has not been working properly for the last few days. Vehicles from different directions are entering the junction at the same time. Please arrange for the signal to be checked. I am mainly looking for a clear update and a practical solution. Location: Coimbatore, Tamil Nadu. Kindly let me know what action can be taken. Regards, A concerned citizen",,"Coimbatore, Tamil Nadu",
EM000025,Email,2025-11-27 23:42:00,"A pedestrian crossing is badly needed near {place}. School children and older people are crossing between moving vehicles because there is no safe crossing point. Dear Sir/Madam, I would like to request your help regarding an issue in my locality regarding a public service issue in Leh. A pedestrian crossing is badly needed near the main market road. School children and older people are crossing between moving vehicles because there is no safe crossing point. I request that the possibility of a marked crossing or other safety measure be considered. Location: Leh, Ladakh. I would appreciate an update when possible. Regards, A concerned citizen",,"Leh, Ladakh",
EM000026,Email,2025-06-07 23:51:00,"A pedestrian crossing is badly needed near {place}. School children and older people are crossing between moving vehicles because there is no safe crossing point. Dear Sir/Madam, I am a resident of the area and would like to raise a concern regarding a public service issue in Gangtok. A pedestrian crossing is badly needed near the central junction. School children and older people are crossing between moving vehicles because there is no safe crossing point. I request that the possibility of a marked crossing or other safety measure be considered. Location: Gangtok, Sikkim. Kindly let me know what action can be taken. Regards, A concerned citizen",,"Gangtok, Sikkim",
EM000027,Email,2025-04-07 21:10:00,"A street light close to {place} has been out for several nights. The road becomes quite dark after around 7 pm and residents are uncomfortable walking there. Dear Sir/Madam, I am contacting your department because I have been facing a problem regarding a public service issue in Gurugram. A street light close to the road leading to the government school has been out for several nights. The road becomes quite dark after around 7 pm and residents are uncomfortable walking there. Please arrange a repair if this falls under your department. Location: Gurugram, Haryana. Thank you for taking the time to read this. Regards, A concerned citizen",,"Gurugram, Haryana",
EM000028,Email,2025-03-19 17:34:00,"There is heavy traffic outside {place} every morning. Vehicles are being parked along both sides of the road, leaving very little space for buses and other vehicles. Dear Sir/Madam, I am writing after trying to get this issue resolved locally regarding a public service issue in Ahmedabad. There is heavy traffic outside the main market road every morning. Vehicles are being parked along both sides of the road, leaving very little space for buses and other vehicles. Could traffic personnel or the concerned municipal team look into this? I had also mentioned this to the local office, but I have not received a clear update. Location: Ahmedabad, Gujarat. Kindly let me know what action can be taken. Regards, A concerned citizen",,"Ahmedabad, Gujarat",
EM000029,Email,2025-10-28 01:28:00,"There is heavy traffic outside {place} every morning. Vehicles are being parked along both sides of the road, leaving very little space for buses and other vehicles. Dear Sir/Madam, I wanted to bring a problem to your notice regarding a public service issue in Chandigarh. There is heavy traffic outside the road leading to the government school every morning. Vehicles are being parked along both sides of the road, leaving very little space for buses and other vehicles. Could traffic personnel or the concerned municipal team look into this? I understand that some delays are unavoidable, but the current situation is becoming difficult. Location: Chandigarh, Chandigarh. I would appreciate an update when possible. Regards, A concerned citizen",,"Chandigarh, Chandigarh",
EM000030,Email,2025-08-18 16:04:00,"Follow-up: A pedestrian crossing is badly needed near {place}. School children and older people are crossing between moving vehicles because there is no safe crossing point. Dear Sir/Madam, I am writing to report an issue regarding a public service issue in Aizawl. A pedestrian crossing is badly needed near the main market road. School children and older people are crossing between moving vehicles because there is no safe crossing point. I request that the possibility of a marked crossing or other safety measure be considered. I had also mentioned this to the local office, but I have not received a clear update. Location: Aizawl, Mizoram. Kindly let me know what action can be taken. Regards, A concerned citizen",,"Aizawl, Mizoram",
EM000031,Email,2025-11-07 14:33:00,"Concern regarding A street light close to {place} has been out for several nights. The road becomes quite dark after around 7 pm and residents are uncomfortable walking there. Dear Sir/Madam, I am writing to report an issue regarding a public service issue in Srinagar. A street light close to the central junction has been out for several nights. The road becomes quite dark after around 7 pm and residents are uncomfortable walking there. Please arrange a repair if this falls under your department. Location: Srinagar, Jammu and Kashmir. Kindly let me know what action can be taken. Regards, A concerned citizen",,"Srinagar, Jammu and Kashmir",
EM000032,Email,2025-01-18 13:02:00,"There is heavy traffic outside {place} every morning. Vehicles are being parked along both sides of the road, leaving very little space for buses and other vehicles. Dear Sir/Madam, I would like to request your help regarding an issue in my locality regarding a public service issue in Gurugram. There is heavy traffic outside the central junction every morning. Vehicles are being parked along both sides of the road, leaving very little space for buses and other vehicles. Could traffic personnel or the concerned municipal team look into this? I understand that some delays are unavoidable, but the current situation is becoming difficult. Location: Gurugram, Haryana. Please let me know if any additional details are required. Regards, A concerned citizen",,"Gurugram, Haryana",
EM000033,Email,2025-09-07 16:50:00,"There is heavy traffic outside {place} every morning. Vehicles are being parked along both sides of the road, leaving very little space for buses and other vehicles. Dear Sir/Madam, I wanted to bring a problem to your notice regarding a public service issue in Bhubaneswar. There is heavy traffic outside the road leading to the government school every morning. Vehicles are being parked along both sides of the road, leaving very little space for buses and other vehicles. Could traffic personnel or the concerned municipal team look into this? I am mainly looking for a clear update and a practical solution. Location: Bhubaneswar, Odisha. Kindly let me know what action can be taken. Regards, A concerned citizen",,"Bhubaneswar, Odisha",
EM000034,Email,2025-08-09 09:32:00,"Follow-up: A street light close to {place} has been out for several nights. The road becomes quite dark after around 7 pm and residents are uncomfortable walking there. Dear Sir/Madam, I wanted to bring a problem to your notice regarding a public service issue in Bhopal. A street light close to the main market road has been out for several nights. The road becomes quite dark after around 7 pm and residents are uncomfortable walking there. Please arrange a repair if this falls under your department. I had also mentioned this to the local office, but I have not received a clear update. Location: Bhopal, Madhya Pradesh. Please let me know if any additional details are required. Regards, A concerned citizen",,"Bhopal, Madhya Pradesh",
EM000035,Email,2025-06-10 04:40:00,"A pedestrian crossing is badly needed near {place}. School children and older people are crossing between moving vehicles because there is no safe crossing point. Dear Sir/Madam, I am a resident of the area and would like to raise a concern regarding a public service issue in Itanagar. A pedestrian crossing is badly needed near the central junction. School children and older people are crossing between moving vehicles because there is no safe crossing point. I request that the possibility of a marked crossing or other safety measure be considered. I am mainly looking for a clear update and a practical solution. Location: Itanagar, Arunachal Pradesh. I hope the department can look into this soon. Regards, A concerned citizen",,"Itanagar, Arunachal Pradesh",
EM000036,Email,2025-10-17 07:06:00,"The traffic signal at {place} has not been working properly for the last few days. Vehicles from different directions are entering the junction at the same time. Dear Sir/Madam, I am writing to report an issue regarding a public service issue in Shimla. The traffic signal at the central junction has not been working properly for the last few days. Vehicles from different directions are entering the junction at the same time. Please arrange for the signal to be checked. Location: Shimla, Himachal Pradesh. Thank you for taking the time to read this. Regards, A concerned citizen",,"Shimla, Himachal Pradesh",
EM000037,Email,2025-08-18 12:03:00,"The traffic signal at {place} has not been working properly for the last few days. Vehicles from different directions are entering the junction at the same time. Dear Sir/Madam, I am writing to report an issue regarding a public service issue in Aizawl. The traffic signal at the junction near the bus stand has not been working properly for the last few days. Vehicles from different directions are entering the junction at the same time. Please arrange for the signal to be checked. I am attaching no personal documents; I only want the service issue to be addressed. Location: Aizawl, Mizoram. I hope the department can look into this soon. Regards, A concerned citizen",,"Aizawl, Mizoram",
EM000038,Email,2025-09-06 09:53:00,"A street light close to {place} has been out for several nights. The road becomes quite dark after around 7 pm and residents are uncomfortable walking there. Dear Sir/Madam, I am a resident of the area and would like to raise a concern regarding a public service issue in Shimla. A street light close to the main market road has been out for several nights. The road becomes quite dark after around 7 pm and residents are uncomfortable walking there. Please arrange a repair if this falls under your department. Location: Shimla, Himachal Pradesh. Please acknowledge the complaint and advise me on the next step. Regards, A concerned citizen",,"Shimla, Himachal Pradesh",
EM000039,Email,2025-10-18 21:49:00,"The road near {place} has several potholes and two-wheelers are having to move around them. After the recent rain, the damaged portions have become difficult to see at night. Dear Sir/Madam, I am contacting your department because I have been facing a problem regarding a public service issue in Jaipur. The road near the main market road has several potholes and two-wheelers are having to move around them. After the recent rain, the damaged portions have become difficult to see at night. Could the road be inspected and repaired before there is an accident? This is not the first time we have faced this problem. Location: Jaipur, Rajasthan. Please acknowledge the complaint and advise me on the next step. Regards, A concerned citizen",,"Jaipur, Rajasthan",
EM000040,Email,2025-11-30 11:56:00,"The traffic signal at {place} has not been working properly for the last few days. Vehicles from different directions are entering the junction at the same time. Dear Sir/Madam, I would like to request your help regarding an issue in my locality regarding a public service issue in Hyderabad. The traffic signal at the central junction has not been working properly for the last few days. Vehicles from different directions are entering the junction at the same time. Please arrange for the signal to be checked. This is not the first time we have faced this problem. Location: Hyderabad, Telangana. Kindly let me know what action can be taken. Regards, A concerned citizen",,"Hyderabad, Telangana",
EM000041,Email,2025-09-16 09:39:00,"A street light close to {place} has been out for several nights. The road becomes quite dark after around 7 pm and residents are uncomfortable walking there. Dear Sir/Madam, I am contacting your department because I have been facing a problem regarding a public service issue in Leh. A street light close to the road leading to the government school has been out for several nights. The road becomes quite dark after around 7 pm and residents are uncomfortable walking there. Please arrange a repair if this falls under your department. I am mainly looking for a clear update and a practical solution. Location: Leh, Ladakh. I would appreciate an update when possible. Regards, A concerned citizen",,"Leh, Ladakh",
EM000042,Email,2025-01-14 16:13:00,"The road near {place} has several potholes and two-wheelers are having to move around them. After the recent rain, the damaged portions have become difficult to see at night. Dear Sir/Madam, I wanted to bring a problem to your notice regarding a public service issue in Dehradun. The road near the junction near the bus stand has several potholes and two-wheelers are having to move around them. After the recent rain, the damaged portions have become difficult to see at night. Could the road be inspected and repaired before there is an accident? I am attaching no personal documents; I only want the service issue to be addressed. Location: Dehradun, Uttarakhand. Please acknowledge the complaint and advise me on the next step. Regards, A concerned citizen",,"Dehradun, Uttarakhand",
EM000043,Email,2025-04-26 09:31:00,"A street light close to {place} has been out for several nights. The road becomes quite dark after around 7 pm and residents are uncomfortable walking there. Dear Sir/Madam, I am writing to report an issue regarding a public service issue in Pune. A street light close to the road leading to the government school has been out for several nights. The road becomes quite dark after around 7 pm and residents are uncomfortable walking there. Please arrange a repair if this falls under your department. Location: Pune, Maharashtra. I hope the department can look into this soon. Regards, A concerned citizen",,"Pune, Maharashtra",
EM000044,Email,2025-05-19 12:05:00,"The road near {place} has several potholes and two-wheelers are having to move around them. After the recent rain, the damaged portions have become difficult to see at night. Dear Sir/Madam, I am a resident of the area and would like to raise a concern regarding a public service issue in Chandigarh. The road near the main market road has several potholes and two-wheelers are having to move around them. After the recent rain, the damaged portions have become difficult to see at night. Could the road be inspected and repaired before there is an accident? Location: Chandigarh, Chandigarh. Kindly let me know what action can be taken. Regards, A concerned citizen",,"Chandigarh, Chandigarh",
EM000045,Email,2025-12-16 20:19:00,"There is heavy traffic outside {place} every morning. Vehicles are being parked along both sides of the road, leaving very little space for buses and other vehicles. Dear Sir/Madam, I would like to request your help regarding an issue in my locality regarding a public service issue in Bengaluru. There is heavy traffic outside the road leading to the government school every morning. Vehicles are being parked along both sides of the road, leaving very little space for buses and other vehicles. Could traffic personnel or the concerned municipal team look into this? I am mainly looking for a clear update and a practical solution. Location: Bengaluru, Karnataka. I would appreciate an update when possible. Regards, A concerned citizen",,"Bengaluru, Karnataka",
EM000046,Email,2025-04-30 16:31:00,"Request for assistance - There is heavy traffic outside {place} every morning. Vehicles are being parked along both sides of the road, leaving very little space for buses and other vehicles. Dear Sir/Madam, I am a resident of the area and would like to raise a concern regarding a public service issue in Kolkata. There is heavy traffic outside the central junction every morning. Vehicles are being parked along both sides of the road, leaving very little space for buses and other vehicles. Could traffic personnel or the concerned municipal team look into this? Location: Kolkata, West Bengal. Please let me know if any additional details are required. Regards, A concerned citizen",,"Kolkata, West Bengal",
EM000047,Email,2025-07-01 00:19:00,"Request for assistance - The road near {place} has several potholes and two-wheelers are having to move around them. After the recent rain, the damaged portions have become difficult to see at night. Dear Sir/Madam, I am writing to report an issue regarding a public service issue in Itanagar. The road near the central junction has several potholes and two-wheelers are having to move around them. After the recent rain, the damaged portions have become difficult to see at night. Could the road be inspected and repaired before there is an accident? Location: Itanagar, Arunachal Pradesh. Please let me know if any additional details are required. Regards, A concerned citizen",,"Itanagar, Arunachal Pradesh",
EM000048,Email,2025-03-27 21:49:00,"The road near {place} has several potholes and two-wheelers are having to move around them. After the recent rain, the damaged portions have become difficult to see at night. Dear Sir/Madam, I wanted to check whether someone could look into the following matter regarding a public service issue in Shimla. The road near the road leading to the government school has several potholes and two-wheelers are having to move around them. After the recent rain, the damaged portions have become difficult to see at night. Could the road be inspected and repaired before there is an accident? I had also mentioned this to the local office, but I have not received a clear update. Location: Shimla, Himachal Pradesh. I hope the department can look into this soon. Regards, A concerned citizen",,"Shimla, Himachal Pradesh",
EM000049,Email,2025-11-29 07:31:00,"A pedestrian crossing is badly needed near {place}. School children and older people are crossing between moving vehicles because there is no safe crossing point. Dear Sir/Madam, I wanted to bring a problem to your notice regarding a public service issue in Coimbatore. A pedestrian crossing is badly needed near our residential lane. School children and older people are crossing between moving vehicles because there is no safe crossing point. I request that the possibility of a marked crossing or other safety measure be considered. Location: Coimbatore, Tamil Nadu. I would appreciate an update when possible. Regards, A concerned citizen",,"Coimbatore, Tamil Nadu",
EM000050,Email,2025-06-14 21:58:00,"The road near {place} has several potholes and two-wheelers are having to move around them. After the recent rain, the damaged portions have become difficult to see at night. Dear Sir/Madam, I wanted to bring a problem to your notice regarding a public service issue in Coimbatore. The road near the main market road has several potholes and two-wheelers are having to move around them. After the recent rain, the damaged portions have become difficult to see at night. Could the road be inspected and repaired before there is an accident? Location: Coimbatore, Tamil Nadu. Kindly let me know what action can be taken. Regards, A concerned citizen",,"Coimbatore, Tamil Nadu",
EM000051,Email,2025-06-10 15:15:00,"Concern regarding There is heavy traffic outside {place} every morning. Vehicles are being parked along both sides of the road, leaving very little space for buses and other vehicles. Dear Sir/Madam, I am not sure which department handles this, so I am writing here for assistance regarding a public service issue in Bengaluru. There is heavy traffic outside our residential lane every morning. Vehicles are being parked along both sides of the road, leaving very little space for buses and other vehicles. Could traffic personnel or the concerned municipal team look into this? I am mainly looking for a clear update and a practical solution. Location: Bengaluru, Karnataka. I hope the department can look into this soon. Regards, A concerned citizen",,"Bengaluru, Karnataka",
EM000052,Email,2025-04-04 05:11:00,"There is heavy traffic outside {place} every morning. Vehicles are being parked along both sides of the road, leaving very little space for buses and other vehicles. Dear Sir/Madam, I am writing after trying to get this issue resolved locally regarding a public service issue in Coimbatore. There is heavy traffic outside our residential lane every morning. Vehicles are being parked along both sides of the road, leaving very little space for buses and other vehicles. Could traffic personnel or the concerned municipal team look into this? I am mainly looking for a clear update and a practical solution. Location: Coimbatore, Tamil Nadu. Please acknowledge the complaint and advise me on the next step. Regards, A concerned citizen",,"Coimbatore, Tamil Nadu",
EM000053,Email,2025-07-15 14:13:00,"There is heavy traffic outside {place} every morning. Vehicles are being parked along both sides of the road, leaving very little space for buses and other vehicles. Dear Sir/Madam, I wanted to bring a problem to your notice regarding a public service issue in Kolkata. There is heavy traffic outside the road leading to the government school every morning. Vehicles are being parked along both sides of the road, leaving very little space for buses and other vehicles. Could traffic personnel or the concerned municipal team look into this? I am mainly looking for a clear update and a practical solution. Location: Kolkata, West Bengal. Kindly let me know what action can be taken. Regards, A concerned citizen",,"Kolkata, West Bengal",
EM000054,Email,2025-01-17 03:05:00,"There is heavy traffic outside {place} every morning. Vehicles are being parked along both sides of the road, leaving very little space for buses and other vehicles. Dear Sir/Madam, I wanted to bring a problem to your notice regarding a public service issue in Imphal. There is heavy traffic outside the junction near the bus stand every morning. Vehicles are being parked along both sides of the road, leaving very little space for buses and other vehicles. Could traffic personnel or the concerned municipal team look into this? I am attaching no personal documents; I only want the service issue to be addressed. Location: Imphal, Manipur. I hope the department can look into this soon. Regards, A concerned citizen",,"Imphal, Manipur",
EM000055,Email,2025-06-03 03:59:00,"A pedestrian crossing is badly needed near {place}. School children and older people are crossing between moving vehicles because there is no safe crossing point. Dear Sir/Madam, I wanted to bring a problem to your notice regarding a public service issue in Gangtok. A pedestrian crossing is badly needed near the road leading to the government school. School children and older people are crossing between moving vehicles because there is no safe crossing point. I request that the possibility of a marked crossing or other safety measure be considered. Location: Gangtok, Sikkim. I hope the department can look into this soon. Regards, A concerned citizen",,"Gangtok, Sikkim",
